bucket_name,entropy
R_0_E_0_S_0_B_0,11.73940658569336
R_0_E_0_S_1_B_0,11.092201232910156
R_0_E_0_S_1_B_1,11.180904388427734
R_0_E_0_S_1_B_2,11.263300895690918
R_0_E_0_S_1_B_3,11.11572551727295
R_0_E_0_S_1_B_4,10.943221092224121
R_0_E_0_S_1_B_5,10.955526351928711
R_0_E_0_S_1_B_6,11.05158805847168
R_0_E_0_S_1_B_7,10.986787796020508
R_0_E_0_S_1_B_8,10.898908615112305
R_0_E_0_S_1_B_9,10.924761772155762
R_0_E_0_S_1_B_10,11.023455619812012
R_0_E_0_S_1_B_11,11.064583778381348
R_0_E_0_S_1_B_12,10.836442947387695
R_0_E_0_S_1_B_13,10.834734916687012
R_0_E_0_S_1_B_14,10.944433212280273
R_0_E_0_S_1_B_15,11.172334671020508
R_0_E_0_S_1_B_16,10.803277969360352
R_0_E_0_S_1_B_17,10.815072059631348
R_0_E_0_S_1_B_18,10.885481834411621
R_0_E_0_S_1_B_19,11.2484769821167
R_0_E_0_S_1_B_20,10.804987907409668
R_0_E_0_S_1_B_21,10.823951721191406
R_0_E_0_S_1_B_22,10.917145729064941
R_0_E_0_S_1_B_23,11.026363372802734
R_0_E_0_S_1_B_24,10.77743911743164
R_0_E_0_S_1_B_25,10.789796829223633
R_0_E_0_S_1_B_26,10.904459953308105
R_0_E_0_S_1_B_27,11.042108535766602
R_0_E_0_S_1_B_28,10.764842987060547
R_0_E_0_S_1_B_29,10.759013175964355
R_0_E_0_S_1_B_30,10.893241882324219
R_0_E_0_S_1_B_31,11.186811447143555
R_0_E_0_S_1_B_32,10.739229202270508
R_0_E_0_S_1_B_33,10.736255645751953
R_0_E_0_S_1_B_34,10.883172988891602
R_0_E_0_S_1_B_35,10.97011661529541
R_0_E_0_S_1_B_36,10.71706771850586
R_0_E_0_S_1_B_37,10.724754333496094
R_0_E_0_S_1_B_38,10.861927032470703
R_0_E_0_S_1_B_39,10.969277381896973
R_0_E_0_S_1_B_40,10.712076187133789
R_0_E_0_S_1_B_41,10.718255043029785
R_0_E_0_S_1_B_42,10.878805160522461
R_0_E_0_S_1_B_43,11.09653377532959
