bucket_name,entropy
R_1_E_0_S_1_B_107,10.933792114257812
R_1_E_0_S_1_B_108,10.770225524902344
R_1_E_0_S_1_B_109,10.774850845336914
R_1_E_0_S_1_B_110,10.897539138793945
R_1_E_0_S_1_B_111,11.1226806640625
R_1_E_0_S_1_B_112,10.864784240722656
R_1_E_0_S_1_B_113,10.853326797485352
R_1_E_0_S_1_B_114,10.930723190307617
R_1_E_0_S_1_B_115,11.058770179748535
R_1_E_0_S_1_B_116,10.851005554199219
R_1_E_0_S_1_B_117,10.830110549926758
R_1_E_0_S_1_B_118,10.934048652648926
R_1_E_0_S_1_B_119,11.066755294799805
R_1_E_0_S_1_B_120,10.933323860168457
R_1_E_0_S_1_B_121,10.876476287841797
R_1_E_0_S_1_B_122,10.901975631713867
R_1_E_0_S_1_B_123,10.945070266723633
R_1_E_0_S_1_B_124,10.787487983703613
R_1_E_0_S_1_B_125,10.726446151733398
R_1_E_0_S_1_B_126,10.787742614746094
R_1_E_0_S_1_B_127,11.12258243560791
R_1_E_0_S_1_B_128,10.939390182495117
R_1_E_0_S_1_B_129,10.908319473266602
R_1_E_0_S_1_B_130,11.01252555847168
R_1_E_0_S_1_B_131,10.830760955810547
R_1_E_0_S_1_B_132,10.962666511535645
R_1_E_0_S_1_B_133,10.864723205566406
R_1_E_0_S_1_B_134,10.805046081542969
R_1_E_0_S_1_B_135,11.024612426757812
R_1_E_0_S_1_B_136,11.486246109008789
R_1_E_0_S_1_B_137,11.870189666748047
R_1_E_0_S_1_B_138,11.913565635681152
R_1_E_0_S_1_B_139,11.88290786743164
R_1_E_0_S_1_B_140,12.001277923583984
R_1_E_0_S_1_B_141,12.05374813079834
R_1_E_0_S_1_B_142,11.884156227111816
R_1_E_0_S_1_B_143,11.639019012451172
R_1_E_0_S_1_B_144,11.315119743347168
R_1_E_0_S_1_B_145,11.18559741973877
R_1_E_0_S_1_B_146,10.957613945007324
R_1_E_0_S_1_B_147,10.753856658935547
R_1_E_0_S_1_B_148,10.663444519042969
R_1_E_0_S_1_B_149,10.68098258972168
R_1_E_0_S_1_B_150,10.699995040893555
R_1_E_0_S_1_B_151,10.695974349975586
R_1_E_0_S_1_B_152,10.720466613769531
R_1_E_0_S_1_B_153,10.71331787109375
R_1_E_0_S_1_B_154,10.771903991699219
R_1_E_0_S_1_B_155,10.821613311767578
R_1_E_0_S_1_B_156,10.928079605102539
R_1_E_0_S_1_B_157,10.987654685974121
R_1_E_0_S_1_B_158,10.965298652648926
R_1_E_0_S_1_B_159,10.961467742919922
R_1_E_0_S_1_B_160,11.110451698303223
R_1_E_0_S_1_B_161,11.15507698059082
R_1_E_0_S_1_B_162,12.341508865356445
R_1_E_0_S_1_B_163,11.444036483764648
R_1_E_0_S_2_B_0,11.028718948364258
R_1_E_0_S_2_B_1,11.094160079956055
R_1_E_0_S_2_B_2,11.251012802124023
R_1_E_0_S_2_B_3,11.256211280822754
R_1_E_0_S_2_B_4,10.937381744384766
R_1_E_0_S_2_B_5,10.964244842529297
R_1_E_0_S_2_B_6,11.148185729980469
R_1_E_0_S_2_B_7,11.107738494873047
R_1_E_0_S_2_B_8,10.960378646850586
R_1_E_0_S_2_B_9,10.989401817321777
R_1_E_0_S_2_B_10,11.145105361938477
R_1_E_0_S_2_B_11,11.18208122253418
R_1_E_0_S_2_B_12,10.909056663513184
R_1_E_0_S_2_B_13,10.918188095092773
R_1_E_0_S_2_B_14,11.068017959594727
R_1_E_0_S_2_B_15,11.141582489013672
R_1_E_0_S_2_B_16,10.891596794128418
R_1_E_0_S_2_B_17,10.889289855957031
R_1_E_0_S_2_B_18,11.014169692993164
R_1_E_0_S_2_B_19,11.260757446289062
R_1_E_0_S_2_B_20,10.928449630737305
R_1_E_0_S_2_B_21,10.930501937866211
R_1_E_0_S_2_B_22,11.067376136779785
R_1_E_0_S_2_B_23,11.131668090820312
R_1_E_0_S_2_B_24,10.970088958740234
R_1_E_0_S_2_B_25,10.978222846984863
R_1_E_0_S_2_B_26,11.10087776184082
R_1_E_0_S_2_B_27,11.149087905883789
R_1_E_0_S_2_B_28,10.97561264038086
R_1_E_0_S_2_B_29,10.980156898498535
R_1_E_0_S_2_B_30,11.092903137207031
R_1_E_0_S_2_B_31,11.170638084411621
R_1_E_0_S_2_B_32,10.989648818969727
R_1_E_0_S_2_B_33,11.014312744140625
R_1_E_0_S_2_B_34,11.106659889221191
R_1_E_0_S_2_B_35,11.117713928222656
R_1_E_0_S_2_B_36,10.969528198242188
R_1_E_0_S_2_B_37,10.988960266113281
R_1_E_0_S_2_B_38,11.110071182250977
R_1_E_0_S_2_B_39,11.103650093078613
R_1_E_0_S_2_B_40,10.982576370239258
R_1_E_0_S_2_B_41,10.993372917175293
R_1_E_0_S_2_B_42,11.145610809326172
R_1_E_0_S_2_B_43,11.265257835388184
R_1_E_0_S_2_B_44,10.916609764099121
R_1_E_0_S_2_B_45,10.927359580993652
R_1_E_0_S_2_B_46,11.149547576904297
R_1_E_0_S_2_B_47,11.213129043579102
R_1_E_0_S_2_B_48,10.952383041381836
R_1_E_0_S_2_B_49,10.937767028808594
R_1_E_0_S_2_B_50,11.15772819519043
R_1_E_0_S_2_B_51,11.255125045776367
R_1_E_0_S_2_B_52,10.925840377807617
R_1_E_0_S_2_B_53,10.920631408691406
R_1_E_0_S_2_B_54,11.166752815246582
R_1_E_0_S_2_B_55,11.323649406433105
R_1_E_0_S_2_B_56,10.94883918762207
R_1_E_0_S_2_B_57,10.927791595458984
R_1_E_0_S_2_B_58,11.195337295532227
R_1_E_0_S_2_B_59,11.375439643859863
R_1_E_0_S_2_B_60,10.937745094299316
R_1_E_0_S_2_B_61,10.921189308166504
R_1_E_0_S_2_B_62,11.199281692504883
R_1_E_0_S_2_B_63,11.331623077392578
R_1_E_0_S_2_B_64,10.964500427246094
R_1_E_0_S_2_B_65,10.960058212280273
R_1_E_0_S_2_B_66,11.242910385131836
R_1_E_0_S_2_B_67,11.311275482177734
R_1_E_0_S_2_B_68,10.986536979675293
R_1_E_0_S_2_B_69,10.98386001586914
R_1_E_0_S_2_B_70,11.269190788269043
R_1_E_0_S_2_B_71,11.312629699707031
R_1_E_0_S_2_B_72,11.0043363571167
R_1_E_0_S_2_B_73,11.000556945800781
R_1_E_0_S_2_B_74,11.266301155090332
R_1_E_0_S_2_B_75,11.485021591186523
R_1_E_0_S_2_B_76,10.958466529846191
R_1_E_0_S_2_B_77,10.959556579589844
R_1_E_0_S_2_B_78,11.20631217956543
R_1_E_0_S_2_B_79,11.406684875488281
R_1_E_0_S_2_B_80,10.930014610290527
R_1_E_0_S_2_B_81,10.948501586914062
R_1_E_0_S_2_B_82,11.207067489624023
R_1_E_0_S_2_B_83,11.24637222290039
R_1_E_0_S_2_B_84,10.944103240966797
R_1_E_0_S_2_B_85,10.955421447753906
R_1_E_0_S_2_B_86,11.210997581481934
R_1_E_0_S_2_B_87,11.408243179321289
R_1_E_0_S_2_B_88,10.98210620880127
R_1_E_0_S_2_B_89,11.007658958435059
R_1_E_0_S_2_B_90,11.23886489868164
R_1_E_0_S_2_B_91,11.23021411895752
R_1_E_0_S_2_B_92,10.968467712402344
R_1_E_0_S_2_B_93,10.967065811157227
R_1_E_0_S_2_B_94,11.20258903503418
R_1_E_0_S_2_B_95,11.295465469360352
R_1_E_0_S_2_B_96,10.941716194152832
R_1_E_0_S_2_B_97,10.94453239440918
R_1_E_0_S_2_B_98,11.161685943603516
R_1_E_0_S_2_B_99,11.475852966308594
R_1_E_0_S_2_B_100,10.826663970947266
R_1_E_0_S_2_B_101,10.826822280883789
R_1_E_0_S_2_B_102,11.003395080566406
R_1_E_0_S_2_B_103,11.056971549987793
R_1_E_0_S_2_B_104,10.8257417678833
R_1_E_0_S_2_B_105,10.801811218261719
R_1_E_0_S_2_B_106,10.988862037658691
R_1_E_0_S_2_B_107,11.151620864868164
R_1_E_0_S_2_B_108,10.84026050567627
R_1_E_0_S_2_B_109,10.8299560546875
R_1_E_0_S_2_B_110,10.916604995727539
R_1_E_0_S_2_B_111,11.11937427520752
R_1_E_0_S_2_B_112,10.9032564163208
R_1_E_0_S_2_B_113,10.872331619262695
R_1_E_0_S_2_B_114,10.959392547607422
R_1_E_0_S_2_B_115,11.134231567382812
R_1_E_0_S_2_B_116,10.87298583984375
R_1_E_0_S_2_B_117,10.848244667053223
R_1_E_0_S_2_B_118,10.95358657836914
R_1_E_0_S_2_B_119,11.119609832763672
R_1_E_0_S_2_B_120,10.927319526672363
R_1_E_0_S_2_B_121,10.864195823669434
R_1_E_0_S_2_B_122,10.893436431884766
R_1_E_0_S_2_B_123,11.02154541015625
R_1_E_0_S_2_B_124,10.798078536987305
R_1_E_0_S_2_B_125,10.742918014526367
R_1_E_0_S_2_B_126,10.840880393981934
R_1_E_0_S_2_B_127,11.173561096191406
R_1_E_0_S_2_B_128,10.887961387634277
R_1_E_0_S_2_B_129,10.862140655517578
R_1_E_0_S_2_B_130,10.964862823486328
R_1_E_0_S_2_B_131,11.009101867675781
R_1_E_0_S_2_B_132,10.986001014709473
R_1_E_0_S_2_B_133,10.932413101196289
R_1_E_0_S_2_B_134,10.84836196899414
R_1_E_0_S_2_B_135,11.037638664245605
R_1_E_0_S_2_B_136,11.96047592163086
R_1_E_0_S_2_B_137,12.073454856872559
R_1_E_0_S_2_B_138,11.481507301330566
R_1_E_0_S_2_B_139,11.454156875610352
R_1_E_0_S_2_B_140,11.720149993896484
R_1_E_0_S_2_B_141,12.003195762634277
R_1_E_0_S_2_B_142,12.149650573730469
R_1_E_0_S_2_B_143,11.82013988494873
R_1_E_0_S_2_B_144,11.485639572143555
R_1_E_0_S_2_B_145,11.30892562866211
R_1_E_0_S_2_B_146,11.013067245483398
R_1_E_0_S_2_B_147,10.792573928833008
R_1_E_0_S_2_B_148,10.718094825744629
R_1_E_0_S_2_B_149,10.756797790527344
R_1_E_0_S_2_B_150,10.790376663208008
R_1_E_0_S_2_B_151,10.8146333694458
R_1_E_0_S_2_B_152,10.819124221801758
R_1_E_0_S_2_B_153,10.808979034423828
R_1_E_0_S_2_B_154,10.82956314086914
R_1_E_0_S_2_B_155,10.886877059936523
R_1_E_0_S_2_B_156,11.019081115722656
R_1_E_0_S_2_B_157,11.072409629821777
R_1_E_0_S_2_B_158,11.04407787322998
R_1_E_0_S_2_B_159,11.02284049987793
R_1_E_0_S_2_B_160,11.151432037353516
R_1_E_0_S_2_B_161,11.1827392578125
R_1_E_0_S_2_B_162,12.280635833740234
R_1_E_0_S_2_B_163,11.804865837097168
R_1_E_0_S_3_B_0,11.130607604980469
R_1_E_0_S_3_B_1,11.11182975769043
R_1_E_0_S_3_B_2,11.376205444335938
R_1_E_0_S_3_B_3,11.406614303588867
R_1_E_0_S_3_B_4,11.05543327331543
R_1_E_0_S_3_B_5,11.02140998840332
R_1_E_0_S_3_B_6,11.26429557800293
R_1_E_0_S_3_B_7,11.185296058654785
R_1_E_0_S_3_B_8,11.011885643005371
R_1_E_0_S_3_B_9,11.030160903930664
R_1_E_0_S_3_B_10,11.251091003417969
R_1_E_0_S_3_B_11,11.269299507141113
R_1_E_0_S_3_B_12,10.933920860290527
R_1_E_0_S_3_B_13,10.880733489990234
R_1_E_0_S_3_B_14,11.080888748168945
R_1_E_0_S_3_B_15,11.193374633789062
R_1_E_0_S_3_B_16,10.921445846557617
R_1_E_0_S_3_B_17,10.877693176269531
R_1_E_0_S_3_B_18,10.97205924987793
R_1_E_0_S_3_B_19,11.251895904541016
R_1_E_0_S_3_B_20,10.888327598571777
R_1_E_0_S_3_B_21,10.875368118286133
R_1_E_0_S_3_B_22,11.046092987060547
R_1_E_0_S_3_B_23,11.138422012329102
R_1_E_0_S_3_B_24,10.849993705749512
R_1_E_0_S_3_B_25,10.855125427246094
R_1_E_0_S_3_B_26,11.050477981567383
R_1_E_0_S_3_B_27,11.157482147216797
R_1_E_0_S_3_B_28,10.855864524841309
R_1_E_0_S_3_B_29,10.871780395507812
R_1_E_0_S_3_B_30,11.056305885314941
R_1_E_0_S_3_B_31,11.178123474121094
R_1_E_0_S_3_B_32,10.833494186401367
R_1_E_0_S_3_B_33,10.863107681274414
R_1_E_0_S_3_B_34,11.048018455505371
R_1_E_0_S_3_B_35,11.060001373291016
R_1_E_0_S_3_B_36,10.810661315917969
R_1_E_0_S_3_B_37,10.835982322692871
R_1_E_0_S_3_B_38,11.019015312194824
R_1_E_0_S_3_B_39,11.163971900939941
R_1_E_0_S_3_B_40,10.818580627441406
R_1_E_0_S_3_B_41,10.860925674438477
R_1_E_0_S_3_B_42,11.051250457763672
R_1_E_0_S_3_B_43,11.09623908996582
R_1_E_0_S_3_B_44,10.821174621582031
R_1_E_0_S_3_B_45,10.843379020690918
R_1_E_0_S_3_B_46,11.023947715759277
R_1_E_0_S_3_B_47,11.03885269165039
R_1_E_0_S_3_B_48,10.814183235168457
R_1_E_0_S_3_B_49,10.827234268188477
R_1_E_0_S_3_B_50,11.014848709106445
R_1_E_0_S_3_B_51,11.082796096801758
R_1_E_0_S_3_B_52,10.809530258178711
R_1_E_0_S_3_B_53,10.826976776123047
R_1_E_0_S_3_B_54,10.997274398803711
R_1_E_0_S_3_B_55,11.07265853881836
R_1_E_0_S_3_B_56,10.817090034484863
R_1_E_0_S_3_B_57,10.838865280151367
R_1_E_0_S_3_B_58,11.00364875793457
R_1_E_0_S_3_B_59,11.122467041015625
R_1_E_0_S_3_B_60,10.83817195892334
R_1_E_0_S_3_B_61,10.845934867858887
R_1_E_0_S_3_B_62,11.014237403869629
R_1_E_0_S_3_B_63,11.066924095153809
R_1_E_0_S_3_B_64,10.89052963256836
R_1_E_0_S_3_B_65,10.896524429321289
R_1_E_0_S_3_B_66,11.075227737426758
R_1_E_0_S_3_B_67,11.32105541229248
R_1_E_0_S_3_B_68,10.891806602478027
R_1_E_0_S_3_B_69,10.912740707397461
R_1_E_0_S_3_B_70,11.108552932739258
R_1_E_0_S_3_B_71,11.336982727050781
R_1_E_0_S_3_B_72,10.890459060668945
R_1_E_0_S_3_B_73,10.89525032043457
R_1_E_0_S_3_B_74,11.136463165283203
R_1_E_0_S_3_B_75,11.359075546264648
R_1_E_0_S_3_B_76,10.908546447753906
R_1_E_0_S_3_B_77,10.922537803649902
R_1_E_0_S_3_B_78,11.073932647705078
R_1_E_0_S_3_B_79,11.26834487915039
R_1_E_0_S_3_B_80,10.892293930053711
R_1_E_0_S_3_B_81,10.903776168823242
R_1_E_0_S_3_B_82,11.086469650268555
R_1_E_0_S_3_B_83,11.32461929321289
R_1_E_0_S_3_B_84,10.846870422363281
R_1_E_0_S_3_B_85,10.881731033325195
R_1_E_0_S_3_B_86,11.062723159790039
R_1_E_0_S_3_B_87,11.247900009155273
R_1_E_0_S_3_B_88,10.853327751159668
R_1_E_0_S_3_B_89,10.888566970825195
R_1_E_0_S_3_B_90,11.094083786010742
R_1_E_0_S_3_B_91,11.407039642333984
R_1_E_0_S_3_B_92,10.804498672485352
R_1_E_0_S_3_B_93,10.830644607543945
R_1_E_0_S_3_B_94,11.003190040588379
R_1_E_0_S_3_B_95,11.283432006835938
R_1_E_0_S_3_B_96,10.782526969909668
R_1_E_0_S_3_B_97,10.778666496276855
R_1_E_0_S_3_B_98,10.933934211730957
R_1_E_0_S_3_B_99,11.213051795959473
R_1_E_0_S_3_B_100,10.758711814880371
R_1_E_0_S_3_B_101,10.750782012939453
R_1_E_0_S_3_B_102,10.871071815490723
R_1_E_0_S_3_B_103,10.962057113647461
R_1_E_0_S_3_B_104,10.78911018371582
R_1_E_0_S_3_B_105,10.780045509338379
R_1_E_0_S_3_B_106,10.884779930114746
R_1_E_0_S_3_B_107,11.041631698608398
R_1_E_0_S_3_B_108,10.92477035522461
R_1_E_0_S_3_B_109,10.905834197998047
R_1_E_0_S_3_B_110,10.967145919799805
R_1_E_0_S_3_B_111,11.13943862915039
R_1_E_0_S_3_B_112,10.967001914978027
R_1_E_0_S_3_B_113,10.927306175231934
R_1_E_0_S_3_B_114,10.955276489257812
R_1_E_0_S_3_B_115,11.160314559936523
R_1_E_0_S_3_B_116,10.901107788085938
R_1_E_0_S_3_B_117,10.853998184204102
R_1_E_0_S_3_B_118,10.905632019042969
R_1_E_0_S_3_B_119,11.12722396850586
R_1_E_0_S_3_B_120,10.943608283996582
R_1_E_0_S_3_B_121,10.869088172912598
R_1_E_0_S_3_B_122,10.859060287475586
R_1_E_0_S_3_B_123,10.943714141845703
R_1_E_0_S_3_B_124,10.844017028808594
R_1_E_0_S_3_B_125,10.781391143798828
R_1_E_0_S_3_B_126,10.803949356079102
R_1_E_0_S_3_B_127,11.10993766784668
R_1_E_0_S_3_B_128,10.897336959838867
R_1_E_0_S_3_B_129,10.861944198608398
R_1_E_0_S_3_B_130,10.893136978149414
R_1_E_0_S_3_B_131,10.899995803833008
R_1_E_0_S_3_B_132,10.993289947509766
R_1_E_0_S_3_B_133,10.922319412231445
R_1_E_0_S_3_B_134,10.816014289855957
R_1_E_0_S_3_B_135,11.057706832885742
R_1_E_0_S_3_B_136,12.321868896484375
R_1_E_0_S_3_B_137,12.055957794189453
R_1_E_0_S_3_B_138,10.372318267822266
R_1_E_0_S_3_B_139,10.507284164428711
R_1_E_0_S_3_B_140,10.73751163482666
R_1_E_0_S_3_B_141,11.50456428527832
R_1_E_0_S_3_B_142,12.192695617675781
R_1_E_0_S_3_B_143,12.008391380310059
R_1_E_0_S_3_B_144,11.650492668151855
R_1_E_0_S_3_B_145,11.473169326782227
R_1_E_0_S_3_B_146,11.132015228271484
R_1_E_0_S_3_B_147,10.847946166992188
R_1_E_0_S_3_B_148,10.761581420898438
R_1_E_0_S_3_B_149,10.799275398254395
R_1_E_0_S_3_B_150,10.826589584350586
R_1_E_0_S_3_B_151,10.81103515625
R_1_E_0_S_3_B_152,10.855142593383789
R_1_E_0_S_3_B_153,10.803520202636719
R_1_E_0_S_3_B_154,10.824390411376953
R_1_E_0_S_3_B_155,10.875715255737305
R_1_E_0_S_3_B_156,10.989900588989258
R_1_E_0_S_3_B_157,11.02794075012207
R_1_E_0_S_3_B_158,10.990379333496094
R_1_E_0_S_3_B_159,10.992080688476562
R_1_E_0_S_3_B_160,11.122994422912598
R_1_E_0_S_3_B_161,11.157552719116211
R_1_E_0_S_3_B_162,12.281956672668457
R_1_E_0_S_3_B_163,11.477679252624512
R_1_E_0_S_4_B_0,10.819604873657227
R_1_E_0_S_4_B_1,10.867969512939453
R_1_E_0_S_4_B_2,10.978191375732422
R_1_E_0_S_4_B_3,11.08246898651123
R_1_E_0_S_4_B_4,10.723803520202637
R_1_E_0_S_4_B_5,10.735333442687988
R_1_E_0_S_4_B_6,10.829519271850586
R_1_E_0_S_4_B_7,10.844291687011719
R_1_E_0_S_4_B_8,10.692558288574219
R_1_E_0_S_4_B_9,10.725019454956055
R_1_E_0_S_4_B_10,10.809257507324219
R_1_E_0_S_4_B_11,10.897970199584961
R_1_E_0_S_4_B_12,10.622880935668945
R_1_E_0_S_4_B_13,10.618659973144531
R_1_E_0_S_4_B_14,10.674798011779785
R_1_E_0_S_4_B_15,11.018301963806152
R_1_E_0_S_4_B_16,10.576677322387695
R_1_E_0_S_4_B_17,10.556056022644043
R_1_E_0_S_4_B_18,10.588403701782227
R_1_E_0_S_4_B_19,11.06283950805664
R_1_E_0_S_4_B_20,10.594045639038086
R_1_E_0_S_4_B_21,10.568498611450195
R_1_E_0_S_4_B_22,10.647793769836426
R_1_E_0_S_4_B_23,10.893669128417969
R_1_E_0_S_4_B_24,10.58123779296875
R_1_E_0_S_4_B_25,10.579317092895508
R_1_E_0_S_4_B_26,10.670031547546387
R_1_E_0_S_4_B_27,10.899633407592773
R_1_E_0_S_4_B_28,10.580451965332031
R_1_E_0_S_4_B_29,10.58536434173584
R_1_E_0_S_4_B_30,10.679595947265625
R_1_E_0_S_4_B_31,10.982564926147461
R_1_E_0_S_4_B_32,10.596881866455078
R_1_E_0_S_4_B_33,10.59760856628418
R_1_E_0_S_4_B_34,10.69918441772461
R_1_E_0_S_4_B_35,10.76319408416748
R_1_E_0_S_4_B_36,10.60765266418457
R_1_E_0_S_4_B_37,10.611777305603027
R_1_E_0_S_4_B_38,10.71346664428711
R_1_E_0_S_4_B_39,10.88805103302002
R_1_E_0_S_4_B_40,10.621435165405273
R_1_E_0_S_4_B_41,10.636350631713867
R_1_E_0_S_4_B_42,10.743986129760742
R_1_E_0_S_4_B_43,10.95744514465332
R_1_E_0_S_4_B_44,10.645050048828125
R_1_E_0_S_4_B_45,10.668107986450195
R_1_E_0_S_4_B_46,10.794696807861328
R_1_E_0_S_4_B_47,10.877471923828125
R_1_E_0_S_4_B_48,10.63541316986084
R_1_E_0_S_4_B_49,10.663211822509766
R_1_E_0_S_4_B_50,10.808639526367188
R_1_E_0_S_4_B_51,10.904499053955078
R_1_E_0_S_4_B_52,10.670431137084961
R_1_E_0_S_4_B_53,10.680261611938477
R_1_E_0_S_4_B_54,10.836804389953613
R_1_E_0_S_4_B_55,10.951685905456543
R_1_E_0_S_4_B_56,10.704383850097656
R_1_E_0_S_4_B_57,10.712318420410156
R_1_E_0_S_4_B_58,10.86683464050293
R_1_E_0_S_4_B_59,10.980615615844727
R_1_E_0_S_4_B_60,10.737082481384277
R_1_E_0_S_4_B_61,10.740727424621582
R_1_E_0_S_4_B_62,10.91047477722168
R_1_E_0_S_4_B_63,10.950911521911621
R_1_E_0_S_4_B_64,10.781839370727539
R_1_E_0_S_4_B_65,10.77219009399414
R_1_E_0_S_4_B_66,10.970236778259277
R_1_E_0_S_4_B_67,11.230602264404297
R_1_E_0_S_4_B_68,10.807822227478027
R_1_E_0_S_4_B_69,10.782881736755371
R_1_E_0_S_4_B_70,11.001446723937988
R_1_E_0_S_4_B_71,11.132503509521484
R_1_E_0_S_4_B_72,10.803382873535156
R_1_E_0_S_4_B_73,10.796958923339844
R_1_E_0_S_4_B_74,11.033304214477539
R_1_E_0_S_4_B_75,11.177145957946777
R_1_E_0_S_4_B_76,10.76949691772461
R_1_E_0_S_4_B_77,10.790634155273438
R_1_E_0_S_4_B_78,10.963485717773438
R_1_E_0_S_4_B_79,11.154280662536621
R_1_E_0_S_4_B_80,10.75788688659668
R_1_E_0_S_4_B_81,10.765369415283203
R_1_E_0_S_4_B_82,10.932852745056152
R_1_E_0_S_4_B_83,11.063596725463867
R_1_E_0_S_4_B_84,10.742877960205078
R_1_E_0_S_4_B_85,10.748023986816406
R_1_E_0_S_4_B_86,10.931074142456055
R_1_E_0_S_4_B_87,11.061559677124023
R_1_E_0_S_4_B_88,10.774593353271484
